4.4765,0.774375,-7.6350859401,74.3859176533
4.8695,0.299375,-7.7724426944,69.5788644559
5.2625,0.465625,-9.6759291229,74.0671771583
5.6555,0.133125,-8.0041698182,70.1276357732
6.0485,0.988125,-4.3076072669,87.2416922738
6.4415,0.655625,-6.3022232727,83.9158348483
6.8345,0.204375,-9.1627967213,76.3424793732
7.2275,0.821875,-4.7670243905,92.1311959293
7.6205,0.085625,-8.3941607513,77.0197582945
8.0135,0.441875,-6.9006327308,87.9505594056
8.4065,0.228125,-7.8165879968,84.1281417146
9.1925,0.679375,-5.8229740969,101.7874825409
9.5855,0.560625,-3.4615206236,100.8575141702
9.9785,0.394375,-4.2369776844,97.5987888543
10.3715,0.798125,-3.5934142747,113.8829372874
10.7645,0.964375,-2.9391697627,121.4455624191
11.1575,0.275625,-3.9654748166,100.019712579
11.5505,0.845625,-4.0143349713,124.465238725
11.9435,0.156875,-4.4560561403,99.4345500728
12.3365,0.513125,-2.6635922883,118.0990054618
12.7295,0.631875,-2.8367009557,126.6491701639
13.1225,0.061875,-4.8560456129,101.7192166001
13.5155,0.703125,-3.6850828504,136.206140757
13.9085,0.370625,-3.3952259655,122.4549904426
14.3015,0.893125,-0.2751272729,151.2099201694
14.6945,0.489375,-1.8224209855,135.2875701544
15.0875,0.584375,-2.1130994385,145.0358363197
15.8735,0.180625,-4.1999403165,125.1392571436
16.6595,0.916875,-1.1106199871,177.1271295987
17.0525,0.109375,-3.534870227,128.8846316638
17.8385,0.536875,-2.5343280112,169.9903878369
18.2315,0.869375,-1.2974878681,195.3808595978
18.6245,0.726875,-2.4432850728,194.2260877459
19.4105,0.251875,-0.7586829037,160.0086157172
19.8035,0.608125,-2.330167331,201.4388762884
15.4805,0.750625,-2.7863060108,157.325847474
8.7995,0.940625,-2.7005365693,105.492780362
16.2665,0.323125,-1.7406460523,137.5985858981
17.4455,0.418125,-3.1528762339,155.6567979839
4.28,0.05,-13.3217138974,63.8243933403
4.28,1,-6.9731618782,75.9499054411
20,0.05,-3.4381513817,147.0073171644
20,1,-1.8084225731,224.8816015999
