9.5855,0.560625,-3.4615206236,100.8575141702
11.1575,0.275625,-3.9654748166,100.019712579
6.8345,0.204375,-9.1627967213,76.3424793732
13.9085,0.370625,-3.3952259655,122.4549904426
9.1925,0.679375,-5.8229740969,101.7874825409
5.2625,0.465625,-9.6759291229,74.0671771583
5.6555,0.133125,-8.0041698182,70.1276357732
15.0875,0.584375,-2.1130994385,145.0358363197
18.2315,0.869375,-1.2974878681,195.3808595978
6.0485,0.988125,-4.3076072669,87.2416922738
17.8385,0.536875,-2.5343280112,169.9903878369
14.3015,0.893125,-0.2751272729,151.2099201694
4.4765,0.774375,-7.6350859401,74.3859176533
18.6245,0.726875,-2.4432850728,194.2260877459
13.5155,0.703125,-3.6850828504,136.206140757
9.9785,0.394375,-4.2369776844,97.5987888543
19.8035,0.608125,-2.330167331,201.4388762884
8.4065,0.228125,-7.8165879968,84.1281417146
11.5505,0.845625,-4.0143349713,124.465238725
8.0135,0.441875,-6.9006327308,87.9505594056
4.8695,0.299375,-7.7724426944,69.5788644559
6.4415,0.655625,-6.3022232727,83.9158348483
13.1225,0.061875,-4.8560456129,101.7192166001
19.8035,0.608125,-2.330167331,201.4388762884
8.4065,0.228125,-7.8165879968,84.1281417146
11.5505,0.845625,-4.0143349713,124.465238725
8.0135,0.441875,-6.9006327308,87.9505594056
4.8695,0.299375,-7.7724426944,69.5788644559
6.4415,0.655625,-6.3022232727,83.9158348483
13.1225,0.061875,-4.8560456129,101.7192166001
